00:00:00,0,1,1
00:00:06,16,0,,
00:00:06,17,0,,
00:00:06,18,80,1
00:00:06,19,0,,
00:00:06,20,0,,
00:00:06,21,0,,
00:00:06,22,81,1
00:00:06,23,0,,
00:00:06,24,0,,
00:00:06,25,0,,
00:00:06,26,82,1
00:00:06,27,0,,
00:00:06,28,0,,
00:00:06,29,0,,
00:00:06,30,83,1
00:00:06,31,0,,
00:00:06,32,0,,
00:00:06,33,0,,
00:00:06,34,84,1
00:00:06,35,0,,
00:00:06,36,0,,
00:00:06,37,0,,
00:00:06,38,85,1
00:00:06,39,0,,
00:00:06,40,0,,
00:00:06,41,0,,
00:00:06,42,86,1
00:00:06,43,0,,
00:00:06,44,0,,
00:00:06,45,0,,
00:00:06,46,87,1
00:00:06,47,0,,
00:00:06,48,0,,
00:00:06,49,0,,
00:00:06,50,88,0
00:00:06,51,0,,
00:00:06,52,0,,
00:00:06,53,0,,
00:00:06,54,89,1
00:00:06,55,0,,
00:00:06,56,0,,
00:00:06,57,0,,
00:00:06,58,90,1
00:00:07,2,91,1
00:00:07,3,0,,
00:00:07,4,0,,
00:00:07,5,0,,
00:00:07,6,92,1
00:00:07,7,0,,
00:00:07,8,0,,
00:00:07,9,0,,
00:00:07,10,93,1
00:00:07,11,0,,
00:00:07,12,0,,
00:00:07,13,0,,
00:00:07,14,94,1
00:00:07,15,0,,
00:00:07,16,0,,
00:00:07,17,0,,
00:00:07,18,95,1
00:00:07,19,0,,
00:00:07,20,0,,
00:00:07,21,96,1
00:00:07,22,0,,
00:00:07,23,0,,
00:00:07,24,0,,
00:00:07,25,0,,
00:00:07,26,97,1
00:00:07,27,0,,
00:00:07,28,0,,
00:00:07,29,0,,
00:00:07,30,98,1
00:00:07,31,0,,
00:00:07,32,0,,
00:00:07,33,99,1
00:00:07,34,0,,
00:00:07,35,0,,
00:00:07,36,0,,
00:00:07,37,100,1
00:00:07,38,0,,
00:00:07,39,0,,
00:00:07,40,0,,
00:00:07,41,101,1
00:00:07,42,0,,
00:00:07,43,0,,
00:00:07,44,0,,
00:00:07,45,102,1
00:00:07,46,0,,
00:00:07,47,0,,
00:00:07,48,0,,
00:00:07,49,103,1
00:00:07,50,0,,
00:00:07,51,0,,
00:00:07,52,0,,
00:00:07,53,104,1
00:00:07,54,0,,
00:00:07,55,0,,
00:00:07,56,0,,
00:00:07,57,105,1
00:00:08,1,106,1
00:00:08,2,0,,
00:00:08,3,0,,
00:00:08,4,0,,
00:00:08,5,107,1
00:00:08,6,0,,
00:00:08,7,0,,
00:00:08,8,0,,
00:00:08,9,108,1
00:00:08,10,0,,
00:00:08,11,0,,
00:00:08,12,0,,
00:00:08,13,109,1
00:00:08,14,0,,
00:00:08,15,0,,
00:00:08,16,0,,
00:00:08,17,110,1
00:00:08,18,0,,
00:00:08,19,0,,
00:00:08,20,0,,
00:00:08,21,111,1
00:00:08,22,0,,
00:00:08,23,0,,
00:00:08,24,0,,
00:00:08,25,112,1
00:00:08,26,0,,
00:00:08,27,0,,
00:00:08,28,0,,
00:00:08,29,113,1
00:00:08,30,0,,
00:00:08,31,0,,
00:00:08,32,0,,
00:00:08,33,114,0
00:00:08,34,0,,
00:00:08,35,0,,
00:00:08,36,0,,
00:00:08,37,115,0
00:00:08,38,0,,
00:00:08,39,0,,
00:00:08,40,0,,
00:00:08,41,116,1
00:00:08,42,0,,
00:00:08,43,0,,
00:00:08,44,0,,
00:00:08,45,117,1
00:00:08,46,0,,
00:00:08,47,0,,
00:00:08,48,0,,
00:00:08,49,118,1
00:00:08,50,0,,
00:00:08,51,0,,
00:00:08,52,0,,
00:00:08,53,119,1
00:00:08,54,0,,
00:00:08,55,0,,
00:00:08,56,0,,
00:00:08,57,120,1
00:00:09,1,121,1
00:00:09,2,0,,
00:00:09,3,0,,
00:00:09,4,122,1
00:00:09,5,0,,
00:00:09,6,0,,
00:00:09,7,0,,
00:00:09,8,0,,
00:00:09,9,123,1
00:00:09,10,0,,
00:00:09,11,0,,
00:00:09,12,124,1
00:00:09,13,0,,
00:00:09,14,0,,
00:00:09,15,0,,
00:00:09,16,125,1
00:00:09,17,0,,
00:00:09,18,0,,
00:00:09,19,0,,
00:00:09,20,126,1
00:00:09,21,0,,
00:00:09,22,0,,
00:00:09,23,0,,
00:00:09,24,127,1
00:00:09,25,0,,
00:00:09,26,0,,
00:00:09,27,0,,
00:00:09,28,128,1
00:00:09,29,0,,
00:00:09,30,0,,
00:00:09,31,0,,
00:00:09,32,129,1
00:00:09,33,0,,
00:00:09,34,0,,
00:00:09,35,0,,
00:00:09,36,130,1
00:00:09,37,0,,
00:00:09,38,0,,
00:00:09,39,0,,
00:00:09,40,131,1
00:00:09,41,0,,
00:00:09,42,0,,
00:00:09,43,0,,
00:00:09,44,132,0
00:00:09,45,0,,
00:00:09,46,0,,
00:00:09,47,0,,
00:00:09,48,133,0
00:00:09,49,0,,
00:00:09,50,0,,
00:00:09,51,0,,
00:00:09,52,134,0
00:00:09,53,0,,
00:00:09,54,0,,
00:00:09,55,0,,
00:00:09,56,135,1
00:00:10,0,136,1
00:00:10,1,0,,
00:00:10,2,0,,
00:00:10,3,0,,
00:00:10,4,137,1
00:00:10,5,0,,
00:00:10,6,0,,
00:00:10,7,0,,
00:00:10,8,138,1
00:00:10,9,0,,
00:00:10,10,0,,
00:00:10,11,0,,
00:00:10,12,139,1
00:00:10,13,0,,
00:00:10,14,0,,
00:00:10,15,0,,
00:00:10,16,140,1
00:00:10,17,0,,
00:00:10,18,0,,
00:00:10,19,0,,
00:00:10,20,141,1
00:00:10,21,0,,
00:00:10,22,0,,
00:00:10,23,0,,
00:00:10,24,142,1
00:00:10,25,0,,
00:00:10,26,0,,
00:00:10,27,0,,
00:00:10,28,143,1
00:00:10,29,0,,
00:00:10,30,0,,
00:00:10,31,0,,
00:00:10,32,144,1
00:00:10,33,0,,
00:00:10,34,0,,
00:00:10,35,0,,
00:00:10,36,145,1
00:00:10,37,0,,
00:00:10,38,0,,
00:00:10,39,0,,
00:00:10,40,146,1
00:00:10,41,0,,
00:00:10,42,0,,
00:00:10,43,0,,
00:00:10,44,147,1
00:00:10,45,0,,
00:00:10,46,0,,
00:00:10,47,148,1
00:00:10,48,0,,
00:00:10,49,0,,
00:00:10,50,0,,
00:00:10,51,149,1
00:00:10,52,0,,
00:00:10,53,0,,
00:00:10,54,0,,
00:00:10,55,150,1
00:00:10,56,0,,
00:00:10,57,0,,
00:00:10,58,0,,
00:00:10,59,151,1
00:00:11,3,152,1
00:00:11,4,0,,
00:00:11,5,0,,
00:00:11,6,0,,
00:00:11,7,153,1
00:00:11,8,0,,
00:00:11,9,0,,
00:00:11,10,0,,
00:00:11,11,154,1
00:00:11,12,0,,
00:00:11,13,0,,
00:00:11,14,0,,
00:00:11,15,155,0
00:00:11,16,0,,
00:00:11,17,0,,
00:00:11,18,0,,
00:00:11,19,0,,
00:00:11,20,0,,
00:00:11,21,156,0
00:00:11,22,0,,
00:00:11,23,0,,
00:00:11,24,0,,
00:00:11,25,157,1
00:00:11,26,0,,
00:00:11,27,0,,
00:00:11,28,0,,
00:00:11,29,158,1
00:00:11,30,0,,
00:00:11,31,0,,
00:00:11,32,0,,
00:00:11,33,159,1
00:00:11,34,0,,
00:00:11,35,0,,
00:00:11,36,0,,
00:00:11,37,160,1
00:00:11,38,0,,
00:00:11,39,0,,
00:00:11,40,0,,
00:00:11,41,161,1
00:00:11,42,0,,
00:00:11,43,0,,
00:00:11,44,0,,
00:00:11,45,162,1
00:00:11,46,0,,
00:00:11,47,0,,
00:00:11,48,0,,
00:00:11,49,163,1
00:00:11,50,0,,
00:00:11,51,0,,
00:00:11,52,0,,
00:00:11,53,164,1
00:00:11,54,0,,
00:00:11,55,0,,
00:00:11,56,0,,
00:00:11,57,165,1
00:00:12,1,166,1
00:00:12,2,0,,
00:00:12,3,0,,
00:00:12,4,167,1
00:00:12,5,0,,
00:00:12,6,0,,
00:00:12,7,0,,
00:00:12,8,0,,
00:00:12,9,168,1
00:00:12,10,0,,
00:00:12,11,0,,
00:00:12,12,0,,
00:00:12,13,169,1
00:00:12,14,0,,
00:00:12,15,0,,
00:00:12,16,0,,
00:00:12,17,170,1
00:00:12,18,0,,
00:00:12,19,0,,
00:00:12,20,171,1
00:00:12,21,0,,
00:00:12,22,0,,
00:00:12,23,0,,
00:00:12,24,0,,
00:00:12,25,172,0
00:00:12,26,0,,
00:00:12,27,0,,
00:00:12,28,0,,
00:00:12,29,173,1
00:00:12,30,0,,
00:00:12,31,0,,
00:00:12,32,0,,
00:00:12,33,174,1
00:00:12,34,0,,
00:00:12,35,0,,
00:00:12,36,0,,
00:00:12,37,175,1
00:00:12,38,0,,
00:00:12,39,0,,
00:00:12,40,0,,
00:00:12,41,176,1
00:00:12,42,0,,
00:00:12,43,0,,
00:00:12,44,177,1
00:00:12,45,0,,
00:00:12,46,0,,
00:00:12,47,0,,
00:00:12,48,178,1
00:00:12,49,0,,
00:00:12,50,0,,
00:00:12,51,0,,
00:00:12,52,179,1
00:00:12,53,0,,
00:00:12,54,0,,
00:00:12,55,0,,
00:00:12,56,180,1
00:00:13,0,181,1
00:00:13,1,0,,
00:00:13,2,0,,
00:00:13,3,0,,
00:00:13,4,182,1
00:00:13,5,0,,
00:00:13,6,0,,
00:00:13,7,0,,
00:00:13,8,183,1
00:00:13,9,0,,
00:00:13,10,0,,
00:00:13,11,0,,
00:00:13,12,184,1
00:00:13,13,0,,
00:00:13,14,0,,
00:00:13,15,0,,
00:00:13,16,185,1
00:00:13,17,0,,
00:00:13,18,0,,
00:00:13,19,0,,
00:00:13,20,186,1
00:00:13,21,0,,
00:00:13,22,0,,
00:00:13,23,0,,
00:00:13,24,187,0
00:00:13,25,0,,
00:00:13,26,0,,
00:00:13,27,0,,
00:00:13,28,188,0
00:00:13,29,0,,
00:00:13,30,0,,
00:00:13,31,0,,
00:00:13,32,189,0
00:00:13,33,0,,
00:00:13,34,0,,
00:00:13,35,0,,
00:00:13,36,190,1
00:00:13,37,0,,
00:00:13,38,0,,
00:00:13,39,0,,
00:00:13,40,191,1
00:00:13,41,0,,
00:00:13,42,0,,
00:00:13,43,0,,
00:00:13,44,192,1
00:00:13,45,0,,
00:00:13,46,0,,
00:00:13,47,0,,
00:00:13,48,193,1
00:00:13,49,0,,
00:00:13,50,0,,
00:00:13,51,0,,
00:00:13,52,194,1
00:00:13,53,0,,
00:00:13,54,0,,
00:00:13,55,0,,
00:00:13,56,195,1
00:00:14,0,196,0
00:00:14,1,0,,
00:00:14,2,0,,
00:00:14,3,0,,
00:00:14,4,197,0
00:00:14,5,0,,
00:00:14,6,0,,
00:00:14,7,0,,
00:00:14,8,198,0
00:00:14,9,0,,
00:00:14,10,0,,
00:00:14,11,199,0
00:00:14,12,0,,
00:00:14,13,0,,
00:00:14,14,0,,
00:00:14,15,200,0
00:00:14,16,0,,
00:00:14,17,0,,
00:00:14,18,0,,
00:00:14,19,201,0
00:00:14,20,0,,
00:00:14,21,0,,
00:00:14,22,0,,
00:00:14,23,202,0
00:00:14,24,0,,
00:00:14,25,0,,
00:00:14,26,0,,
00:00:14,27,203,0
00:00:14,28,0,,
00:00:14,29,0,,
00:00:14,30,0,,
00:00:14,31,204,0
00:00:14,32,0,,
00:00:14,33,0,,
00:00:14,34,0,,
00:00:14,35,205,0
00:00:14,36,0,,
00:00:14,37,0,,
00:00:14,38,0,,
00:00:14,39,206,1
00:00:14,40,0,,
00:00:14,41,0,,
00:00:14,42,0,,
00:00:14,43,207,1
00:00:14,44,0,,
00:00:14,45,0,,
00:00:14,46,0,,
00:00:14,47,208,1
00:00:14,48,0,,
00:00:14,49,0,,
00:00:14,50,0,,
00:00:14,51,209,1
00:00:14,52,0,,
00:00:14,53,0,,
00:00:14,54,0,,
00:00:14,55,210,1
00:00:14,56,0,,
00:00:14,57,0,,
00:00:14,58,0,,
00:00:14,59,211,1
00:00:15,3,212,1
00:00:15,4,0,,
00:00:15,5,0,,
00:00:15,6,0,,
00:00:15,7,213,1
00:00:15,8,0,,
00:00:15,9,0,,
00:00:15,10,0,,
00:00:15,11,214,1
00:00:15,12,0,,
00:00:15,13,0,,
00:00:15,14,0,,
00:00:15,15,215,1
00:00:15,16,0,,
00:00:15,17,0,,
00:00:15,18,0,,
00:00:15,19,216,0
00:00:15,20,0,,
00:00:15,21,0,,
00:00:15,22,0,,
00:00:15,23,217,1
00:00:15,24,0,,
00:00:15,25,0,,
00:00:15,26,0,,
00:00:15,27,218,1
00:00:15,28,0,,
00:00:15,29,0,,
00:00:15,30,0,,
00:00:15,31,219,1
00:00:15,32,0,,
00:00:15,33,0,,
00:00:15,34,0,,
00:00:15,35,220,1
00:00:15,36,0,,
00:00:15,37,0,,
00:00:15,38,221,1
00:00:15,39,0,,
00:00:15,40,0,,
00:00:15,41,0,,
00:00:15,42,0,,
00:00:15,43,222,1
00:00:15,44,0,,
00:00:15,45,0,,
00:00:15,46,0,,
00:00:15,47,223,1
00:00:15,48,0,,
00:00:15,49,0,,
00:00:15,50,0,,
00:00:15,51,224,0
00:00:15,52,0,,
00:00:15,53,0,,
00:00:15,54,0,,
00:00:15,55,225,0
00:00:15,56,0,,
00:00:15,57,0,,
00:00:15,58,226,0
00:00:16,2,227,1
00:00:16,3,0,,
00:00:16,4,0,,
00:00:16,5,0,,
00:00:16,6,228,1
00:00:16,7,0,,
00:00:16,8,0,,
00:00:16,9,0,,
00:00:16,10,229,1
00:00:16,11,0,,
00:00:16,12,0,,
00:00:16,13,0,,
00:00:16,14,230,1
00:00:16,15,0,,
00:00:16,16,0,,
00:00:16,17,0,,
00:00:16,18,231,1
00:00:16,19,0,,
00:00:16,20,0,,
00:00:16,21,0,,
00:00:16,22,232,1
00:00:16,23,0,,
00:00:16,24,0,,
00:00:16,25,0,,
00:00:16,26,233,1
00:00:16,27,0,,
00:00:16,28,0,,
00:00:16,29,0,,
00:00:16,30,234,1
00:00:16,31,0,,
00:00:16,32,0,,
00:00:16,33,0,,
00:00:16,34,235,1
00:00:16,35,0,,
00:00:16,36,0,,
00:00:16,37,0,,
00:00:16,38,236,1
00:00:16,39,0,,
00:00:16,40,0,,
00:00:16,41,0,,
00:00:16,42,237,1
00:00:16,43,0,,
00:00:16,44,0,,
00:00:16,45,0,,
00:00:16,46,238,1
00:00:16,47,0,,
00:00:16,48,0,,
00:00:16,49,0,,
00:00:16,50,239,0
00:00:16,51,0,,
00:00:16,52,0,,
00:00:16,53,0,,
00:00:16,54,240,0
00:00:16,55,0,,
00:00:16,56,0,,
00:00:16,57,0,,
00:00:16,58,241,0
00:00:17,2,242,1
00:00:17,3,0,,
00:00:17,4,0,,
00:00:17,5,0,,
00:00:17,6,243,1
00:00:17,7,0,,
00:00:17,8,0,,
00:00:17,9,0,,
00:00:17,10,244,1
00:00:17,11,0,,
00:00:17,12,0,,
00:00:17,13,0,,
00:00:17,14,245,1
00:00:17,15,0,,
00:00:17,16,0,,
00:00:17,17,0,,
00:00:17,18,246,1
00:00:17,19,0,,
00:00:17,20,0,,
00:00:17,21,247,1
00:00:17,22,0,,
00:00:17,23,0,,
00:00:17,24,0,,
00:00:17,25,248,1
00:00:17,26,0,,
00:00:17,27,0,,
00:00:17,28,0,,
00:00:17,29,249,1
00:00:17,30,0,,
00:00:17,31,0,,
00:00:17,32,0,,
00:00:17,33,250,1
00:00:17,34,0,,
00:00:17,35,0,,
00:00:17,36,0,,
00:00:17,37,251,1
00:00:17,38,0,,
00:00:17,39,0,,
00:00:17,40,0,,
00:00:17,41,252,1
00:00:17,42,0,,
00:00:17,43,0,,
00:00:17,44,0,,
00:00:17,45,253,1
00:00:17,46,0,,
00:00:17,47,0,,
00:00:17,48,0,,
00:00:17,49,254,1
00:00:17,50,0,,
00:00:17,51,0,,
00:00:17,52,0,,
00:00:17,53,255,1
00:00:17,54,0,,
00:00:17,55,0,,
00:00:17,56,0,,
00:00:17,57,256,1
00:00:18,1,257,1
00:00:18,2,0,,
00:00:18,3,0,,
00:00:18,4,0,,
00:00:18,5,258,1
00:00:18,6,0,,
00:00:18,7,0,,
00:00:18,8,0,,
00:00:18,9,259,1
00:00:18,10,0,,
00:00:18,11,0,,
00:00:18,12,0,,
00:00:18,13,260,1
00:00:18,14,0,,
00:00:18,15,0,,
00:00:18,16,0,,
00:00:18,17,261,1
00:00:18,18,0,,
00:00:18,19,0,,
00:00:18,20,0,,
00:00:18,21,262,1
00:00:18,22,0,,
00:00:18,23,0,,
00:00:18,24,0,,
00:00:18,25,263,1
00:00:18,26,0,,
00:00:18,27,0,,
00:00:18,28,0,,
00:00:18,29,264,1
00:00:18,30,0,,
00:00:18,31,0,,
00:00:18,32,0,,
00:00:18,33,265,1
00:00:18,34,0,,
00:00:18,35,0,,
00:00:18,36,0,,
00:00:18,37,266,0
00:00:18,38,0,,
00:00:18,39,0,,
00:00:18,40,0,,
00:00:18,41,267,0
00:00:18,42,0,,
00:00:18,43,0,,
00:00:18,44,0,,
00:00:18,45,268,1
00:00:18,46,0,,
00:00:18,47,0,,
00:00:18,48,0,,
00:00:18,49,269,1
00:00:18,50,0,,
00:00:18,51,0,,
00:00:18,52,0,,
00:00:18,53,270,1
00:00:18,54,0,,
00:00:18,55,0,,
00:00:18,56,0,,
00:00:18,57,271,1
00:00:19,1,272,1
00:00:19,2,0,,
00:00:19,3,0,,
00:00:19,4,273,1
00:00:19,5,0,,
00:00:19,6,0,,
00:00:19,7,0,,
00:00:19,8,274,1
00:00:19,9,0,,
00:00:19,10,0,,
00:00:19,11,0,,
00:00:19,12,275,1
00:00:19,13,0,,
00:00:19,14,0,,
00:00:19,15,0,,
00:00:19,16,276,1
00:00:19,17,0,,
00:00:19,18,0,,
00:00:19,19,0,,
00:00:19,20,277,1
00:00:19,21,0,,
00:00:19,22,0,,
00:00:19,23,0,,
00:00:19,24,278,1
00:00:19,25,0,,
00:00:19,26,0,,
00:00:19,27,0,,
00:00:19,28,279,1
00:00:19,29,0,,
00:00:19,30,0,,
00:00:19,31,0,,
00:00:19,32,280,1
00:00:19,33,0,,
00:00:19,34,0,,
00:00:19,35,0,,
00:00:19,36,281,1
00:00:19,37,0,,
00:00:19,38,0,,
00:00:19,39,0,,
00:00:19,40,282,1
00:00:19,41,0,,
00:00:19,42,0,,
00:00:19,43,0,,
00:00:19,44,283,1
00:00:19,45,0,,
00:00:19,46,0,,
00:00:19,47,0,,
00:00:19,48,284,1
00:00:19,49,0,,
00:00:19,50,0,,
00:00:19,51,0,,
00:00:19,52,285,1
00:00:19,53,0,,
00:00:19,54,0,,
00:00:19,55,0,,
00:00:19,56,286,1
00:00:20,0,287,1
00:00:20,1,0,,
00:00:20,2,0,,
00:00:20,3,0,,
00:00:20,4,288,1
00:00:20,5,0,,
00:00:20,6,0,,
00:00:20,7,0,,
00:00:20,8,289,1
00:00:20,9,0,,
00:00:20,10,0,,
00:00:20,11,0,,
00:00:20,12,290,1
00:00:20,13,0,,
00:00:20,14,0,,
00:00:20,15,0,,
00:00:20,16,291,1
00:00:20,17,0,,
00:00:20,18,0,,
00:00:20,19,0,,
00:00:20,20,292,1
00:00:20,21,0,,
00:00:20,22,0,,
00:00:20,23,0,,
00:00:20,24,293,1
00:00:20,25,0,,
00:00:20,26,0,,
00:00:20,27,0,,
00:00:20,28,294,1
00:00:20,29,0,,
00:00:20,30,0,,
00:00:20,31,0,,
