00:00:00,0,1,1
00:00:00,19,2,1
00:00:00,42,3,0
00:00:00,47,4,1
00:00:00,51,5,1
00:00:00,56,6,1
00:00:01,3,7,1
00:00:01,9,8,1
00:00:01,13,9,1
00:00:01,17,10,0
00:00:01,21,11,0
00:00:01,27,12,0
00:00:01,31,13,1
00:00:01,35,14,1
00:00:01,39,15,1
00:00:01,43,16,1
00:00:01,49,17,1
00:00:01,53,18,1
00:00:01,57,19,1
00:00:02,1,20,1
00:00:02,5,21,1
00:00:02,11,22,1
00:00:02,15,23,1
00:00:02,19,24,1
00:00:02,23,25,1
00:00:02,28,26,1
00:00:02,32,27,1
00:00:02,36,28,0
00:00:02,40,29,0
00:00:02,44,30,1
00:00:02,50,31,1
00:00:02,54,32,1
00:00:02,58,33,1
00:00:03,2,34,1
00:00:03,8,35,1
00:00:03,12,36,1
00:00:03,16,37,1
00:00:03,20,38,1
00:00:03,24,39,1
00:00:03,30,40,1
00:00:03,42,41,1
00:00:03,46,42,1
00:00:03,50,43,1
00:00:03,54,44,1
00:00:03,58,45,1
00:00:04,2,46,1
00:00:04,5,47,1
00:00:04,10,48,1
00:00:04,14,49,1
00:00:04,17,50,1
00:00:04,22,51,1
00:00:04,26,52,1
00:00:04,29,53,1
00:00:04,33,54,1
00:00:04,37,55,1
00:00:04,41,56,1
00:00:04,45,57,1
00:00:04,49,58,1
00:00:04,53,59,1
00:00:04,57,60,1
00:00:05,1,61,1
00:00:05,5,62,1
00:00:05,9,63,1
00:00:05,13,64,1
00:00:05,17,65,1
00:00:05,21,66,1
00:00:05,25,67,1
00:00:05,29,68,1
00:00:05,33,69,1
00:00:05,37,70,1
00:00:05,40,71,1
00:00:05,45,72,1
00:00:05,49,73,1
00:00:05,53,74,1
00:00:05,56,75,1
00:00:06,0,76,1
00:00:06,4,77,1
00:00:06,9,78,1
00:00:06,12,79,1
00:00:06,16,80,1
00:00:06,20,81,1
00:00:06,24,82,1
00:00:06,28,83,1
00:00:06,32,84,1
00:00:06,36,85,1
00:00:06,40,86,1
00:00:06,44,87,1
00:00:06,48,88,1
00:00:06,52,89,1
00:00:06,56,90,1
00:00:07,0,91,1
00:00:07,4,92,1
00:00:07,8,93,1
00:00:07,12,94,1
00:00:07,16,95,1
00:00:07,20,96,1
00:00:07,23,97,1
00:00:07,27,98,1
00:00:07,32,99,1
00:00:07,35,100,1
00:00:07,40,101,1
00:00:07,44,102,1
00:00:07,48,103,1
00:00:07,51,104,1
00:00:07,55,105,0
00:00:07,59,106,0
00:00:08,3,107,0
00:00:08,7,108,1
00:00:08,11,109,1
00:00:08,15,110,1
00:00:08,19,111,1
00:00:08,23,112,1
00:00:08,27,113,1
00:00:08,31,114,1
00:00:08,35,115,1
00:00:08,39,116,1
00:00:08,43,117,1
00:00:08,47,118,1
00:00:08,51,119,1
00:00:08,55,120,0
00:00:08,59,121,0
00:00:09,3,122,0
00:00:09,7,123,1
00:00:09,11,124,1
00:00:09,15,125,1
00:00:09,18,126,1
00:00:09,22,127,1
00:00:09,26,128,1
00:00:09,30,129,1
00:00:09,34,130,1
00:00:09,38,131,1
00:00:09,42,132,1
00:00:09,46,133,1
00:00:09,50,134,1
00:00:09,54,135,1
00:00:09,58,136,1
00:00:10,2,137,1
00:00:10,6,138,1
00:00:10,10,139,0
00:00:10,14,140,0
00:00:10,18,141,0
00:00:10,22,142,0
00:00:10,26,143,0
00:00:10,30,144,1
00:00:10,34,145,1
00:00:10,37,146,1
00:00:10,41,147,1
00:00:10,45,148,1
00:00:10,49,149,1
00:00:10,53,150,1
00:00:10,57,151,1
00:00:11,1,152,1
00:00:11,5,153,1
00:00:11,9,154,1
00:00:11,13,155,1
00:00:11,17,156,1
00:00:11,21,157,1
00:00:11,25,158,1
00:00:11,29,159,1
00:00:11,33,160,1
00:00:11,37,161,1
00:00:11,41,162,1
00:00:11,45,163,1
00:00:11,49,164,1
00:00:11,53,165,1
00:00:11,57,166,1
00:00:12,1,167,1
00:00:12,5,168,1
00:00:12,8,169,1
00:00:12,12,170,1
00:00:12,16,171,1
00:00:12,20,172,1
00:00:12,24,173,1
00:00:12,29,174,1
00:00:12,34,175,1
00:00:12,38,176,1
00:00:12,42,177,1
00:00:12,46,178,1
00:00:12,50,179,1
00:00:12,54,180,1
00:00:12,58,181,1
00:00:13,2,182,1
00:00:13,6,183,1
00:00:13,10,184,1
00:00:13,14,185,1
00:00:13,18,186,1
00:00:13,22,187,1
00:00:13,26,188,1
00:00:13,30,189,1
00:00:13,34,190,1
00:00:13,38,191,1
00:00:13,42,192,1
00:00:13,46,193,1
00:00:13,50,194,1
00:00:13,54,195,1
00:00:13,57,196,1
00:00:14,2,197,1
00:00:14,6,198,1
00:00:14,10,199,1
00:00:14,13,200,1
00:00:14,17,201,1
00:00:14,21,202,0
00:00:14,25,203,0
00:00:14,29,204,0
00:00:14,33,205,1
00:00:14,37,206,1
00:00:14,41,207,1
00:00:14,45,208,1
00:00:14,49,209,1
00:00:14,53,210,1
00:00:14,57,211,1
00:00:15,1,212,1
00:00:15,5,213,1
00:00:15,9,214,1
00:00:15,13,215,1
00:00:15,17,216,1
00:00:15,21,217,0
00:00:15,25,218,1
00:00:15,29,219,1
00:00:15,33,220,1
00:00:15,36,221,1
00:00:15,40,222,1
00:00:15,44,223,1
00:00:15,48,224,1
00:00:15,52,225,1
00:00:15,56,226,1
00:00:16,0,227,1
00:00:16,4,228,1
00:00:16,8,229,1
00:00:16,12,230,1
00:00:16,16,231,1
00:00:16,20,232,1
00:00:16,24,233,1
00:00:16,28,234,1
00:00:16,32,235,1
00:00:16,36,236,1
00:00:16,40,237,1
00:00:16,44,238,1
00:00:16,48,239,1
00:00:16,52,240,1
00:00:16,56,241,1
00:00:17,0,242,1
00:00:17,4,243,0
00:00:17,8,244,1
00:00:17,12,245,1
00:00:17,15,246,1
00:00:17,19,247,1
00:00:17,23,248,1
00:00:17,27,249,1
00:00:17,31,250,1
00:00:17,35,251,1
00:00:17,39,252,1
00:00:17,43,253,1
00:00:17,47,254,1
00:00:17,51,255,1
00:00:17,55,256,1
00:00:17,59,257,1
00:00:18,3,258,1
00:00:18,7,259,1
00:00:18,11,260,1
00:00:18,15,261,1
00:00:18,19,262,1
00:00:18,23,263,1
00:00:18,27,264,1
00:00:18,31,265,1
00:00:18,35,266,1
00:00:18,39,267,1
00:00:18,43,268,1
00:00:18,47,269,1
00:00:18,51,270,1
00:00:18,54,271,1
00:00:18,58,272,1
00:00:19,2,273,1
00:00:19,7,274,1
00:00:19,10,275,1
00:00:19,14,276,1
00:00:19,18,277,1
00:00:19,22,278,1
00:00:19,26,279,1
00:00:19,30,280,1
00:00:19,34,281,1
00:00:19,38,282,1
00:00:19,42,283,1
00:00:19,46,284,1
00:00:19,50,285,1
00:00:19,54,286,1
00:00:19,58,287,1
00:00:20,2,288,1
00:00:20,6,289,1
00:00:20,10,290,1
00:00:20,14,291,1
00:00:20,18,292,1
00:00:20,22,293,1
00:00:20,26,294,1
00:00:20,30,295,1
00:00:20,34,296,1
00:00:20,38,297,1
00:00:20,41,298,1
00:00:20,45,299,1
00:00:20,49,300,1
00:00:20,54,301,1
00:00:20,57,302,1
00:00:21,1,303,1
00:00:21,5,304,1
00:00:21,9,305,1
00:00:21,13,306,1
00:00:21,17,307,1
00:00:21,21,308,1
00:00:21,25,309,1
00:00:21,29,310,1
00:00:21,33,311,1
00:00:21,37,312,1
00:00:21,41,313,1
00:00:21,45,314,1
00:00:21,49,315,1
00:00:21,53,316,1
00:00:21,57,317,1
00:00:22,1,318,1
00:00:22,5,319,1
00:00:22,9,320,1
00:00:22,12,321,1
00:00:22,17,322,1
00:00:22,20,323,1
00:00:22,25,324,1
00:00:22,28,325,1
00:00:22,32,326,1
00:00:22,36,327,1
00:00:22,40,328,1
00:00:22,44,329,1
00:00:22,48,330,1
00:00:22,52,331,1
00:00:22,56,332,1
00:00:23,0,333,1
00:00:23,4,334,1
00:00:23,8,335,1
00:00:23,12,336,1
00:00:23,16,337,1
00:00:23,20,338,1
00:00:23,24,339,1
00:00:23,28,340,1
00:00:23,32,341,1
00:00:23,36,342,1
00:00:23,40,343,1
00:00:23,44,344,1
00:00:23,48,345,1
00:00:23,51,346,1
00:00:23,55,347,1
00:00:23,59,348,1
00:00:24,3,349,1
00:00:24,7,350,1
00:00:24,12,351,1
00:00:24,16,352,1
00:00:24,19,353,1
00:00:24,23,354,1
00:00:24,27,355,1
00:00:24,31,356,1
00:00:24,35,357,1
00:00:24,39,358,1
00:00:24,43,359,1
00:00:24,47,360,1
00:00:24,51,361,1
00:00:24,55,362,0
00:00:24,59,363,0
00:00:25,3,364,1
00:00:25,7,365,1
00:00:25,11,366,1
00:00:25,15,367,1
00:00:25,19,368,1
00:00:25,23,369,1
00:00:25,26,370,1
00:00:25,30,371,1
00:00:25,35,372,1
00:00:25,38,373,1
00:00:25,43,374,1
00:00:25,47,375,1
00:00:25,51,376,1
00:00:25,55,377,1
00:00:25,58,378,1
00:00:26,2,379,1
00:00:26,6,380,1
00:00:26,10,381,1
00:00:26,14,382,1
00:00:26,18,383,1
00:00:26,22,384,1
00:00:26,26,385,1
00:00:26,30,386,1
00:00:26,34,387,1
00:00:26,38,388,0
00:00:26,42,389,0
00:00:26,46,390,1
00:00:26,50,391,1
00:00:26,54,392,1
00:00:26,58,393,1
00:00:27,1,394,1
00:00:27,6,395,1
00:00:27,9,396,1
00:00:27,13,397,1
00:00:27,17,398,1
00:00:27,21,399,1
00:00:27,25,400,1
00:00:27,30,401,1
00:00:27,34,402,1
00:00:27,37,403,0
00:00:27,41,404,1
00:00:27,45,405,1
00:00:27,49,406,1
00:00:27,53,407,1
00:00:27,57,408,1
00:00:28,1,409,1
00:00:28,5,410,1
00:00:28,9,411,1
00:00:28,15,412,1
00:00:28,19,413,1
00:00:28,23,414,0
00:00:28,27,415,1
00:00:28,31,416,1
00:00:28,35,417,1
00:00:28,39,418,1
00:00:28,43,419,1
00:00:28,46,420,1
00:00:28,50,421,1
00:00:28,55,422,1
00:00:28,58,423,1
00:00:29,2,424,1
00:00:29,6,425,1
00:00:29,10,426,0
00:00:29,14,427,1
00:00:29,18,428,1
00:00:29,22,429,1
00:00:29,26,430,1
00:00:29,30,431,1
00:00:29,34,432,1
00:00:29,38,433,1
00:00:29,42,434,1
00:00:29,46,435,1
00:00:29,50,436,0
00:00:29,54,437,1
00:00:29,58,438,1
00:00:30,2,439,1
00:00:30,6,440,1
00:00:30,10,441,1
00:00:30,14,442,1
00:00:30,18,443,1
00:00:30,22,444,1
00:00:30,26,445,1
00:00:30,30,446,1
00:00:30,33,447,1
00:00:30,37,448,1
00:00:30,42,449,0
00:00:30,45,450,1
00:00:30,49,451,1
00:00:30,53,452,1
00:00:30,57,453,1
00:00:31,1,454,1
00:00:31,5,455,1
00:00:31,9,456,1
00:00:31,13,457,1
00:00:31,17,458,1
00:00:31,21,459,1
00:00:31,25,460,1
00:00:31,29,461,1
00:00:31,33,462,1
00:00:31,37,463,1
00:00:31,41,464,1
00:00:31,45,465,1
00:00:31,49,466,1
00:00:31,53,467,1
00:00:31,56,468,1
00:00:32,1,469,1
00:00:32,5,470,1
00:00:32,9,471,1
00:00:32,13,472,1
00:00:32,16,473,1
00:00:32,21,474,1
00:00:32,24,475,1
00:00:32,28,476,1
00:00:32,32,477,1
00:00:32,36,478,1
00:00:32,40,479,1
00:00:32,44,480,1
00:00:32,48,481,1
00:00:32,52,482,1
00:00:32,56,483,1
00:00:33,0,484,1
00:00:33,4,485,1
00:00:33,8,486,1
00:00:33,12,487,1
00:00:33,16,488,1
00:00:33,20,489,1
00:00:33,24,490,1
00:00:33,28,491,0
00:00:33,32,492,1
00:00:33,36,493,1
00:00:33,40,494,1
00:00:33,43,495,1
00:00:33,48,496,1
00:00:33,52,497,1
00:00:33,55,498,1
00:00:33,59,499,1
00:00:34,4,500,1
00:00:34,7,501,1
00:00:34,11,502,1
00:00:34,15,503,1
00:00:34,19,504,1
00:00:34,23,505,1
00:00:34,27,506,1
00:00:34,31,507,1
00:00:34,35,508,1
00:00:34,39,509,1
00:00:34,43,510,1
00:00:34,47,511,1
00:00:34,51,512,1
00:00:34,55,513,1
00:00:34,59,514,1
00:00:35,3,515,1
00:00:35,7,516,1
00:00:35,11,517,1
00:00:35,15,518,1
00:00:35,19,519,1
00:00:35,23,520,1
00:00:35,27,521,1
00:00:35,31,522,1
00:00:35,35,523,1
00:00:35,39,524,1
00:00:35,42,525,0
00:00:35,46,526,1
00:00:35,50,527,1
00:00:35,54,528,1
00:00:35,58,529,1
00:00:36,2,530,1
00:00:36,6,531,1
00:00:36,10,532,1
00:00:36,14,533,1
00:00:36,18,534,0
00:00:36,22,535,0
00:00:36,26,536,0
00:00:36,30,537,1
00:00:36,34,538,1
00:00:36,38,539,1
00:00:36,42,540,1
00:00:36,46,541,1
00:00:36,50,542,1
00:00:36,54,543,1
00:00:36,58,544,1
00:00:37,2,545,1
00:00:37,6,546,1
00:00:37,10,547,1
00:00:37,13,548,1
00:00:37,18,549,1
00:00:37,21,550,1
00:00:37,26,551,1
00:00:37,29,552,1
00:00:37,33,553,1
00:00:37,37,554,1
00:00:37,41,555,1
00:00:37,45,556,1
00:00:37,49,557,1
00:00:37,53,558,1
00:00:37,57,559,1
